खसरा रूबैला अभियान के दौरान प्रदेश के 8 लाख बच्चों को टीका लगाया जाएगा। इस अभियान को सफल बनाने के लिए अभिभावकों  शिक्षकों  एएनएम सभी को साथ मिलकर प्रयास करना होगा।  #FightMeaslesRubella
me: oh my god bieber is such a HEADACHE nct dream: hyuck sings purpose  they all dance to beauty and a beat me: wow. amazing. i love justin bieber
