EBOLA ALERT!!!  Africa MIGRANT VOMITING BLOOD . ... migrant under Ebola quarantine explosive vomiting  high fever ebola  … … … …
Tentatively gonna stream twitch tonight and MFC tomorrow because I have a headache from going out christmas shopping. People are so crazy this early in the season
Yesterday’s Herbal Remedies for Cold + Flu workshop was extraordinary. This wonderfilled group of women  healers  care givers  and lady bosses took self-care to a whole other level.…
